home_team,posteam,defteam,play_type,pass_attempt,qb_spike,pass_length,air_yards,passer_player_name,complete_pass,season
NE,NE,KC,pass,1,0,deep,27,T.Brady,0,2017
NE,NE,KC,pass,1,0,short,1,T.Brady,1,2017
NE,NE,KC,pass,1,0,deep,18,T.Brady,1,2017
NE,NE,KC,pass,1,0,short,6,T.Brady,1,2017
NE,NE,KC,pass,1,0,short,2,T.Brady,0,2017
NE,NE,KC,pass,1,0,deep,27,T.Brady,0,2017
NE,NE,KC,pass,1,0,short,2,T.Brady,1,2017
NE,NE,KC,pass,1,0,deep,17,T.Brady,0,2017
NE,NE,KC,pass,1,0,short,5,T.Brady,1,2017
NE,KC,NE,pass,1,0,short,1,A.Smith,1,2017
NE,KC,NE,pass,1,0,short,4,A.Smith,1,2017
NE,KC,NE,pass,1,0,short,-1,A.Smith,1,2017
NE,KC,NE,pass,1,0,short,1,A.Smith,1,2017
NE,KC,NE,pass,1,0,short,11,A.Smith,1,2017
NE,KC,NE,pass,1,0,short,2,A.Smith,1,2017
NE,KC,NE,pass,1,0,short,0,A.Smith,0,2017
NE,KC,NE,pass,1,0,short,7,A.Smith,1,2017
NE,NE,KC,pass,1,0,deep,24,T.Brady,1,2017
NE,NE,KC,pass,1,0,short,1,T.Brady,1,2017
NE,NE,KC,pass,1,0,short,12,T.Brady,0,2017
NE,KC,NE,pass,1,0,deep,16,A.Smith,0,2017
NE,NE,KC,pass,1,0,short,7,T.Brady,1,2017
NE,NE,KC,pass,1,0,deep,26,T.Brady,0,2017
NE,NE,KC,pass,1,0,short,14,T.Brady,1,2017
NE,NE,KC,pass,1,0,deep,16,T.Brady,0,2017
NE,NE,KC,pass,1,0,short,7,T.Brady,0,2017
NE,KC,NE,pass,1,0,short,3,A.Smith,1,2017
NE,KC,NE,pass,1,0,short,13,A.Smith,1,2017
NE,KC,NE,pass,1,0,short,6,A.Smith,1,2017
NE,KC,NE,pass,1,0,deep,16,A.Smith,0,2017
NE,KC,NE,pass,1,0,short,11,A.Smith,1,2017
NE,KC,NE,pass,1,0,short,1,A.Smith,1,2017
NE,KC,NE,pass,1,0,short,2,A.Smith,1,2017
NE,KC,NE,pass,1,0,short,8,A.Smith,1,2017
NE,KC,NE,pass,1,0,short,-3,A.Smith,1,2017
NE,KC,NE,pass,1,0,short,0,A.Smith,1,2017
NE,KC,NE,pass,1,0,short,-3,A.Smith,1,2017
NE,KC,NE,pass,1,0,short,-6,A.Smith,1,2017
NE,KC,NE,pass,1,0,short,2,A.Smith,1,2017
NE,NE,KC,pass,1,0,deep,30,T.Brady,0,2017
NE,NE,KC,pass,1,0,short,-6,T.Brady,1,2017
NE,NE,KC,pass,1,0,deep,17,T.Brady,0,2017
NE,KC,NE,pass,1,0,deep,41,A.Smith,1,2017
NE,NE,KC,pass,1,0,deep,42,T.Brady,0,2017
NE,NE,KC,pass,1,0,short,15,T.Brady,1,2017
NE,NE,KC,pass,1,0,short,-8,T.Brady,0,2017
NE,NE,KC,pass,1,0,short,3,T.Brady,0,2017
NE,KC,NE,pass,1,0,deep,33,A.Smith,0,2017
NE,KC,NE,pass,1,0,short,12,A.Smith,0,2017
NE,NE,KC,pass,1,0,short,15,T.Brady,1,2017
NE,KC,NE,pass,1,0,short,2,A.Smith,1,2017
NE,NE,KC,pass,1,0,deep,52,T.Brady,1,2017
NE,KC,NE,pass,1,0,short,2,A.Smith,1,2017
NE,KC,NE,pass,1,0,deep,31,A.Smith,1,2017
NE,NE,KC,pass,1,0,short,5,T.Brady,1,2017
NE,NE,KC,pass,1,0,short,2,T.Brady,1,2017
NE,NE,KC,pass,1,0,short,8,T.Brady,0,2017
NE,NE,KC,pass,1,0,short,-6,T.Brady,1,2017
NE,KC,NE,pass,1,0,deep,16,A.Smith,0,2017
NE,KC,NE,pass,1,0,short,3,A.Smith,1,2017
NE,NE,KC,pass,1,0,deep,26,T.Brady,0,2017
NE,NE,KC,pass,1,0,deep,38,T.Brady,0,2017
NE,NE,KC,pass,1,0,short,10,T.Brady,0,2017
NE,KC,NE,pass,1,0,short,4,A.Smith,1,2017
NE,KC,NE,pass,1,0,short,-2,A.Smith,1,2017
NE,KC,NE,pass,1,0,deep,22,A.Smith,1,2017
NE,KC,NE,pass,1,0,short,0,A.Smith,0,2017
NE,KC,NE,pass,1,0,short,5,A.Smith,1,2017
NE,NE,KC,pass,1,0,deep,52,T.Brady,0,2017
NE,NE,KC,pass,1,0,short,4,T.Brady,0,2017
BUF,BUF,NYJ,pass,1,0,deep,20,T.Taylor,0,2017
BUF,BUF,NYJ,pass,1,0,short,7,T.Taylor,1,2017
BUF,BUF,NYJ,pass,1,0,short,11,T.Taylor,0,2017
BUF,BUF,NYJ,pass,1,0,short,-4,T.Taylor,1,2017
BUF,BUF,NYJ,pass,1,0,short,-2,T.Taylor,0,2017
BUF,BUF,NYJ,no_play,1,0,short,8,T.Taylor,0,2017
BUF,NYJ,BUF,pass,1,0,short,3,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,0,J.McCown,1,2017
BUF,BUF,NYJ,pass,1,0,short,14,T.Taylor,1,2017
BUF,BUF,NYJ,pass,1,0,short,-4,T.Taylor,1,2017
BUF,NYJ,BUF,pass,1,0,short,3,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,-2,J.McCown,1,2017
BUF,BUF,NYJ,pass,1,0,short,5,T.Taylor,0,2017
BUF,BUF,NYJ,pass,1,0,short,12,T.Taylor,1,2017
BUF,BUF,NYJ,pass,1,0,short,4,T.Taylor,1,2017
BUF,BUF,NYJ,pass,1,0,short,1,T.Taylor,1,2017
BUF,BUF,NYJ,pass,1,0,short,1,T.Taylor,1,2017
BUF,NYJ,BUF,pass,1,0,short,-1,J.McCown,0,2017
BUF,NYJ,BUF,pass,1,0,deep,20,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,-3,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,12,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,-6,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,0,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,5,J.McCown,1,2017
BUF,BUF,NYJ,pass,1,0,deep,21,T.Taylor,1,2017
BUF,BUF,NYJ,pass,1,0,short,10,T.Taylor,0,2017
BUF,NYJ,BUF,pass,1,0,short,2,J.McCown,0,2017
BUF,NYJ,BUF,pass,1,0,short,10,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,1,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,14,J.McCown,0,2017
BUF,BUF,NYJ,pass,1,0,short,-5,T.Taylor,1,2017
BUF,BUF,NYJ,pass,1,0,short,5,T.Taylor,1,2017
BUF,BUF,NYJ,pass,1,0,short,5,T.Taylor,0,2017
BUF,BUF,NYJ,pass,1,0,short,2,T.Taylor,0,2017
BUF,NYJ,BUF,pass,1,0,short,4,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,2,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,-3,J.McCown,0,2017
BUF,NYJ,BUF,pass,1,0,short,8,J.McCown,0,2017
BUF,BUF,NYJ,pass,1,0,deep,37,T.Taylor,0,2017
BUF,NYJ,BUF,pass,1,0,deep,31,J.McCown,0,2017
BUF,NYJ,BUF,pass,1,0,short,1,J.McCown,1,2017
BUF,BUF,NYJ,pass,1,0,short,7,T.Taylor,1,2017
BUF,BUF,NYJ,pass,1,0,short,15,T.Taylor,0,2017
BUF,BUF,NYJ,pass,1,0,short,0,T.Taylor,1,2017
BUF,NYJ,BUF,pass,1,0,short,8,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,8,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,-1,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,4,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,15,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,7,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,1,J.McCown,0,2017
BUF,NYJ,BUF,pass,1,0,short,0,J.McCown,1,2017
BUF,BUF,NYJ,pass,1,0,short,3,T.Taylor,0,2017
BUF,BUF,NYJ,pass,1,0,deep,18,T.Taylor,1,2017
BUF,BUF,NYJ,pass,1,0,short,7,T.Taylor,1,2017
BUF,NYJ,BUF,pass,1,0,short,-7,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,4,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,6,J.McCown,0,2017
BUF,BUF,NYJ,pass,1,0,short,0,T.Taylor,1,2017
BUF,NYJ,BUF,pass,1,0,short,13,J.McCown,0,2017
BUF,NYJ,BUF,pass,1,0,short,-2,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,short,14,J.McCown,0,2017
BUF,BUF,NYJ,pass,1,0,short,-5,T.Taylor,0,2017
BUF,NYJ,BUF,pass,1,0,short,11,J.McCown,0,2017
BUF,NYJ,BUF,pass,1,0,short,4,J.McCown,0,2017
BUF,NYJ,BUF,pass,1,0,short,3,J.McCown,1,2017
BUF,NYJ,BUF,pass,1,0,deep,18,J.McCown,0,2017
WAS,WAS,PHI,pass,1,0,deep,44,K.Cousins,0,2017
WAS,WAS,PHI,pass,1,0,short,11,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,short,4,K.Cousins,0,2017
WAS,WAS,PHI,pass,1,0,deep,16,K.Cousins,0,2017
WAS,PHI,WAS,pass,1,0,deep,51,C.Wentz,0,2017
WAS,PHI,WAS,pass,1,0,deep,39,C.Wentz,1,2017
WAS,WAS,PHI,pass,1,0,deep,18,K.Cousins,0,2017
WAS,WAS,PHI,pass,1,0,short,0,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,short,15,K.Cousins,0,2017
WAS,PHI,WAS,pass,1,0,short,-5,C.Wentz,1,2017
WAS,PHI,WAS,pass,1,0,short,3,C.Wentz,1,2017
WAS,PHI,WAS,pass,1,0,short,8,C.Wentz,1,2017
WAS,WAS,PHI,pass,1,0,deep,34,K.Cousins,0,2017
WAS,PHI,WAS,pass,1,0,short,7,C.Wentz,1,2017
WAS,PHI,WAS,pass,1,0,short,12,C.Wentz,1,2017
WAS,PHI,WAS,pass,1,0,short,-2,C.Wentz,1,2017
WAS,PHI,WAS,pass,1,0,short,1,C.Wentz,0,2017
WAS,PHI,WAS,pass,1,0,short,0,C.Wentz,1,2017
WAS,WAS,PHI,pass,1,0,short,9,K.Cousins,1,2017
WAS,PHI,WAS,pass,1,0,short,10,C.Wentz,1,2017
WAS,PHI,WAS,pass,1,0,short,1,C.Wentz,0,2017
WAS,PHI,WAS,pass,1,0,short,4,C.Wentz,0,2017
WAS,PHI,WAS,pass,1,0,short,9,C.Wentz,1,2017
WAS,PHI,WAS,pass,1,0,short,-5,C.Wentz,1,2017
WAS,WAS,PHI,pass,1,0,short,-6,K.Cousins,0,2017
WAS,WAS,PHI,pass,1,0,short,10,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,short,3,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,short,5,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,short,4,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,short,4,K.Cousins,1,2017
WAS,PHI,WAS,pass,1,0,deep,30,C.Wentz,0,2017
WAS,PHI,WAS,pass,1,0,short,13,C.Wentz,1,2017
WAS,PHI,WAS,pass,1,0,deep,16,C.Wentz,0,2017
WAS,PHI,WAS,pass,1,0,short,10,C.Wentz,1,2017
WAS,PHI,WAS,pass,1,0,short,4,C.Wentz,1,2017
WAS,PHI,WAS,pass,1,0,short,5,C.Wentz,1,2017
WAS,PHI,WAS,pass,1,0,deep,32,C.Wentz,0,2017
WAS,PHI,WAS,pass,1,0,short,-2,C.Wentz,1,2017
WAS,PHI,WAS,pass,1,0,short,6,C.Wentz,0,2017
WAS,PHI,WAS,pass,1,0,short,15,C.Wentz,1,2017
WAS,PHI,WAS,pass,1,0,short,6,C.Wentz,1,2017
WAS,PHI,WAS,pass,1,0,short,7,C.Wentz,0,2017
WAS,PHI,WAS,pass,1,0,short,-4,C.Wentz,0,2017
WAS,WAS,PHI,pass,1,0,short,5,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,short,4,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,short,-1,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,deep,39,K.Cousins,0,2017
WAS,WAS,PHI,pass,1,0,short,14,K.Cousins,0,2017
WAS,WAS,PHI,pass,1,0,short,10,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,short,0,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,short,-2,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,short,15,K.Cousins,0,2017
WAS,WAS,PHI,pass,1,0,short,6,K.Cousins,0,2017
WAS,PHI,WAS,pass,1,0,short,10,C.Wentz,1,2017
WAS,PHI,WAS,pass,1,0,short,3,C.Wentz,1,2017
WAS,PHI,WAS,no_play,1,0,short,0,C.Wentz,0,2017
WAS,PHI,WAS,pass,1,0,deep,41,C.Wentz,0,2017
WAS,WAS,PHI,pass,1,0,short,6,K.Cousins,0,2017
WAS,WAS,PHI,pass,1,0,deep,16,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,short,15,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,short,3,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,short,7,K.Cousins,0,2017
WAS,WAS,PHI,pass,1,0,short,14,K.Cousins,0,2017
WAS,PHI,WAS,pass,1,0,short,1,C.Wentz,1,2017
WAS,PHI,WAS,pass,1,0,short,5,C.Wentz,1,2017
WAS,PHI,WAS,pass,1,0,deep,49,C.Wentz,0,2017
WAS,PHI,WAS,pass,1,0,deep,16,C.Wentz,1,2017
WAS,PHI,WAS,pass,1,0,short,-5,C.Wentz,1,2017
WAS,WAS,PHI,pass,1,0,short,14,K.Cousins,0,2017
WAS,WAS,PHI,pass,1,0,short,2,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,deep,20,K.Cousins,0,2017
WAS,PHI,WAS,pass,1,0,short,-4,C.Wentz,1,2017
WAS,PHI,WAS,pass,1,0,short,14,C.Wentz,1,2017
WAS,WAS,PHI,pass,1,0,short,7,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,short,-2,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,short,-3,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,short,4,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,short,6,K.Cousins,1,2017
WAS,WAS,PHI,pass,1,0,short,2,K.Cousins,0,2017
TEN,OAK,TEN,pass,1,0,short,5,D.Carr,1,2017
TEN,OAK,TEN,pass,1,0,short,15,D.Carr,1,2017
TEN,OAK,TEN,pass,1,0,short,3,D.Carr,1,2017
TEN,TEN,OAK,pass,1,0,short,15,M.Mariota,0,2017
TEN,TEN,OAK,pass,1,0,short,5,M.Mariota,0,2017
TEN,TEN,OAK,pass,1,0,deep,18,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,short,6,M.Mariota,0,2017
TEN,TEN,OAK,pass,1,0,short,9,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,deep,22,M.Mariota,1,2017
TEN,OAK,TEN,pass,1,0,short,11,D.Carr,0,2017
TEN,OAK,TEN,pass,1,0,short,9,D.Carr,1,2017
TEN,OAK,TEN,pass,1,0,short,14,D.Carr,0,2017
TEN,OAK,TEN,pass,1,0,short,4,D.Carr,1,2017
TEN,OAK,TEN,pass,1,0,short,-5,D.Carr,1,2017
TEN,OAK,TEN,pass,1,0,short,1,D.Carr,0,2017
TEN,OAK,TEN,pass,1,0,short,2,D.Carr,0,2017
TEN,OAK,TEN,pass,1,0,short,2,D.Carr,0,2017
TEN,TEN,OAK,pass,1,0,short,2,M.Mariota,1,2017
TEN,OAK,TEN,pass,1,0,short,2,D.Carr,1,2017
TEN,OAK,TEN,pass,1,0,short,6,D.Carr,1,2017
TEN,OAK,TEN,pass,1,0,deep,17,D.Carr,1,2017
TEN,TEN,OAK,pass,1,0,short,15,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,short,7,M.Mariota,0,2017
TEN,TEN,OAK,pass,1,0,short,4,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,short,8,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,short,10,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,short,1,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,short,3,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,short,6,M.Mariota,0,2017
TEN,OAK,TEN,pass,1,0,short,5,D.Carr,1,2017
TEN,OAK,TEN,pass,1,0,short,5,D.Carr,1,2017
TEN,OAK,TEN,pass,1,0,short,-3,D.Carr,1,2017
TEN,OAK,TEN,pass,1,0,short,3,D.Carr,1,2017
TEN,TEN,OAK,pass,1,0,short,0,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,short,-3,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,short,2,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,short,9,M.Mariota,0,2017
TEN,OAK,TEN,pass,1,0,short,11,D.Carr,0,2017
TEN,OAK,TEN,pass,1,0,short,12,D.Carr,0,2017
TEN,TEN,OAK,pass,1,0,deep,17,M.Mariota,0,2017
TEN,OAK,TEN,pass,1,0,short,3,D.Carr,1,2017
TEN,OAK,TEN,pass,1,0,short,5,D.Carr,1,2017
TEN,OAK,TEN,pass,1,0,short,-2,D.Carr,1,2017
TEN,OAK,TEN,pass,1,0,short,9,D.Carr,0,2017
TEN,TEN,OAK,pass,1,0,short,3,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,deep,22,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,short,2,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,short,0,M.Mariota,0,2017
TEN,TEN,OAK,pass,1,0,short,7,M.Mariota,1,2017
TEN,OAK,TEN,pass,1,0,short,6,D.Carr,1,2017
TEN,OAK,TEN,pass,1,0,short,3,D.Carr,0,2017
TEN,OAK,TEN,pass,1,0,short,6,D.Carr,1,2017
TEN,OAK,TEN,pass,1,0,deep,16,D.Carr,1,2017
TEN,OAK,TEN,pass,1,0,deep,19,D.Carr,1,2017
TEN,TEN,OAK,pass,1,0,deep,17,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,short,-2,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,short,13,M.Mariota,0,2017
TEN,TEN,OAK,pass,1,0,short,10,M.Mariota,0,2017
TEN,OAK,TEN,pass,1,0,short,0,D.Carr,1,2017
TEN,OAK,TEN,pass,1,0,short,5,D.Carr,1,2017
TEN,OAK,TEN,pass,1,0,short,8,D.Carr,0,2017
TEN,TEN,OAK,pass,1,0,short,12,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,deep,30,M.Mariota,0,2017
TEN,TEN,OAK,pass,1,0,short,6,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,deep,33,M.Mariota,0,2017
TEN,TEN,OAK,pass,1,0,short,4,M.Mariota,0,2017
TEN,TEN,OAK,pass,1,0,deep,19,M.Mariota,0,2017
TEN,TEN,OAK,pass,1,0,short,5,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,short,8,M.Mariota,0,2017
TEN,TEN,OAK,pass,1,0,short,6,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,short,5,M.Mariota,1,2017
TEN,TEN,OAK,pass,1,0,short,7,M.Mariota,0,2017
TEN,TEN,OAK,pass,1,0,short,12,M.Mariota,1,2017
HOU,JAX,HOU,pass,1,0,short,15,B.Bortles,1,2017
HOU,JAX,HOU,pass,1,0,deep,18,B.Bortles,1,2017
HOU,JAX,HOU,pass,1,0,short,1,B.Bortles,1,2017
HOU,JAX,HOU,pass,1,0,short,1,B.Bortles,0,2017
HOU,JAX,HOU,pass,1,0,short,3,B.Bortles,0,2017
HOU,HOU,JAX,pass,1,0,deep,33,T.Savage,0,2017
HOU,JAX,HOU,pass,1,0,short,0,B.Bortles,0,2017
HOU,HOU,JAX,pass,1,0,short,2,T.Savage,1,2017
HOU,HOU,JAX,pass,1,0,short,3,T.Savage,1,2017
HOU,HOU,JAX,pass,1,0,short,3,T.Savage,1,2017
HOU,HOU,JAX,pass,1,0,deep,18,T.Savage,0,2017
HOU,HOU,JAX,pass,1,0,short,5,T.Savage,0,2017
HOU,JAX,HOU,pass,1,0,short,1,B.Bortles,1,2017
HOU,JAX,HOU,pass,1,0,short,5,B.Bortles,1,2017
HOU,JAX,HOU,pass,1,0,short,7,B.Bortles,0,2017
HOU,HOU,JAX,pass,1,0,short,3,T.Savage,0,2017
HOU,JAX,HOU,pass,1,0,deep,30,B.Bortles,0,2017
HOU,HOU,JAX,pass,1,0,short,4,T.Savage,0,2017
HOU,JAX,HOU,pass,1,0,deep,17,B.Bortles,0,2017
HOU,HOU,JAX,pass,1,0,short,11,T.Savage,1,2017
HOU,JAX,HOU,pass,1,0,short,-3,B.Bortles,1,2017
HOU,JAX,HOU,pass,1,0,short,10,B.Bortles,1,2017
HOU,HOU,JAX,pass,1,0,short,6,T.Savage,1,2017
HOU,HOU,JAX,pass,1,0,short,14,T.Savage,1,2017
HOU,HOU,JAX,pass,1,0,short,-7,T.Savage,0,2017
HOU,HOU,JAX,pass,1,0,short,4,T.Savage,1,2017
HOU,HOU,JAX,pass,1,0,short,4,D.Watson,1,2017
HOU,HOU,JAX,pass,1,0,short,6,D.Watson,1,2017
HOU,HOU,JAX,pass,1,0,short,2,D.Watson,1,2017
HOU,HOU,JAX,pass,1,0,short,3,D.Watson,0,2017
HOU,HOU,JAX,pass,1,0,short,6,D.Watson,0,2017
HOU,HOU,JAX,pass,1,0,short,6,D.Watson,0,2017
HOU,HOU,JAX,pass,1,0,short,8,D.Watson,1,2017
HOU,HOU,JAX,pass,1,0,short,4,D.Watson,1,2017
HOU,JAX,HOU,pass,1,0,short,7,B.Bortles,0,2017
HOU,JAX,HOU,pass,1,0,short,12,B.Bortles,1,2017
HOU,JAX,HOU,pass,1,0,short,7,B.Bortles,1,2017
HOU,JAX,HOU,pass,1,0,short,1,B.Bortles,1,2017
HOU,HOU,JAX,pass,1,0,short,10,D.Watson,0,2017
HOU,HOU,JAX,pass,1,0,short,12,D.Watson,0,2017
HOU,HOU,JAX,pass,1,0,deep,16,D.Watson,0,2017
HOU,HOU,JAX,pass,1,0,short,3,D.Watson,1,2017
HOU,JAX,HOU,pass,1,0,short,0,B.Bortles,1,2017
HOU,JAX,HOU,pass,1,0,deep,17,B.Bortles,0,2017
HOU,JAX,HOU,pass,1,0,short,15,B.Bortles,0,2017
HOU,HOU,JAX,pass,1,0,short,9,D.Watson,1,2017
HOU,HOU,JAX,pass,1,0,deep,25,D.Watson,0,2017
HOU,HOU,JAX,pass,1,0,short,14,D.Watson,0,2017
HOU,HOU,JAX,pass,1,0,deep,27,D.Watson,0,2017
HOU,JAX,HOU,pass,1,0,short,9,B.Bortles,0,2017
HOU,HOU,JAX,pass,1,0,short,4,D.Watson,1,2017
HOU,HOU,JAX,pass,1,0,short,11,D.Watson,1,2017
HOU,HOU,JAX,pass,1,0,short,0,D.Watson,1,2017
HOU,HOU,JAX,pass,1,0,short,7,D.Watson,1,2017
HOU,HOU,JAX,pass,1,0,deep,20,D.Watson,0,2017
HOU,HOU,JAX,pass,1,0,short,14,D.Watson,0,2017
HOU,HOU,JAX,pass,1,0,short,0,D.Watson,1,2017
DET,ARI,DET,pass,1,0,short,-2,C.Palmer,1,2017
DET,ARI,DET,pass,1,0,short,7,C.Palmer,1,2017
DET,ARI,DET,pass,1,0,short,7,C.Palmer,0,2017
DET,ARI,DET,pass,1,0,short,7,C.Palmer,0,2017
DET,DET,ARI,pass,1,0,short,3,M.Stafford,0,2017
DET,DET,ARI,pass,1,0,short,2,M.Stafford,1,2017
DET,DET,ARI,pass,1,0,deep,28,M.Stafford,0,2017
DET,ARI,DET,pass,1,0,short,-2,C.Palmer,1,2017
DET,DET,ARI,pass,1,0,short,3,M.Stafford,1,2017
DET,DET,ARI,no_play,1,0,short,-1,M.Stafford,0,2017
DET,ARI,DET,pass,1,0,short,10,C.Palmer,0,2017
DET,ARI,DET,pass,1,0,short,-1,C.Palmer,1,2017
DET,ARI,DET,pass,1,0,short,-5,C.Palmer,1,2017
DET,DET,ARI,pass,1,0,short,-2,M.Stafford,1,2017
DET,DET,ARI,pass,1,0,short,2,M.Stafford,1,2017
DET,DET,ARI,pass,1,0,short,6,M.Stafford,1,2017
DET,DET,ARI,pass,1,0,deep,16,M.Stafford,1,2017
DET,DET,ARI,pass,1,0,short,4,M.Stafford,1,2017
DET,DET,ARI,pass,1,0,short,-1,M.Stafford,1,2017
DET,ARI,DET,pass,1,0,short,11,C.Palmer,0,2017
DET,ARI,DET,pass,1,0,short,6,C.Palmer,1,2017
DET,ARI,DET,pass,1,0,short,-1,C.Palmer,0,2017
DET,ARI,DET,pass,1,0,deep,24,C.Palmer,0,2017
DET,DET,ARI,pass,1,0,short,1,M.Stafford,1,2017
DET,DET,ARI,pass,1,0,short,11,M.Stafford,0,2017
DET,DET,ARI,pass,1,0,short,5,M.Stafford,1,2017
DET,DET,ARI,pass,1,0,short,5,M.Stafford,1,2017
DET,DET,ARI,pass,1,0,short,6,M.Stafford,1,2017
DET,ARI,DET,pass,1,0,short,9,C.Palmer,0,2017
DET,ARI,DET,pass,1,0,deep,26,C.Palmer,0,2017
DET,ARI,DET,pass,1,0,deep,30,C.Palmer,0,2017
DET,DET,ARI,pass,1,0,short,4,M.Stafford,1,2017
DET,DET,ARI,pass,1,0,short,1,M.Stafford,1,2017
DET,ARI,DET,pass,1,0,short,15,C.Palmer,0,2017
DET,ARI,DET,pass,1,0,short,12,C.Palmer,1,2017
DET,ARI,DET,pass,1,0,short,11,C.Palmer,1,2017
DET,ARI,DET,pass,1,0,short,12,C.Palmer,1,2017
DET,ARI,DET,pass,1,0,short,12,C.Palmer,0,2017
DET,ARI,DET,pass,1,0,short,9,C.Palmer,1,2017
DET,ARI,DET,pass,1,0,short,14,C.Palmer,0,2017
DET,ARI,DET,pass,1,0,short,4,C.Palmer,0,2017
DET,ARI,DET,pass,1,0,short,14,C.Palmer,0,2017
DET,DET,ARI,pass,1,0,short,1,M.Stafford,1,2017
DET,DET,ARI,pass,1,0,short,11,M.Stafford,0,2017
DET,DET,ARI,pass,1,0,short,13,M.Stafford,0,2017
DET,DET,ARI,pass,1,0,short,11,M.Stafford,1,2017
DET,DET,ARI,pass,1,0,short,1,M.Stafford,0,2017
DET,DET,ARI,pass,1,0,short,6,M.Stafford,0,2017
DET,DET,ARI,pass,1,0,short,2,M.Stafford,1,2017
DET,DET,ARI,pass,1,0,short,0,M.Stafford,1,2017
DET,DET,ARI,pass,1,0,short,7,M.Stafford,1,2017
DET,DET,ARI,pass,1,0,short,4,M.Stafford,1,2017
DET,DET,ARI,pass,1,0,short,1,M.Stafford,0,2017
DET,ARI,DET,pass,1,0,short,-4,C.Palmer,1,2017
DET,ARI,DET,pass,1,0,short,12,C.Palmer,0,2017
DET,ARI,DET,pass,1,0,short,14,C.Palmer,1,2017
DET,ARI,DET,pass,1,0,short,0,C.Palmer,1,2017
DET,ARI,DET,pass,1,0,short,2,C.Palmer,1,2017
DET,ARI,DET,pass,1,0,short,3,C.Palmer,1,2017
DET,ARI,DET,pass,1,0,short,15,C.Palmer,0,2017
DET,ARI,DET,pass,1,0,deep,19,C.Palmer,1,2017
